director	movie	year	rating	votes	cover	fcover
Jirí Menzel	 Zivot a neobycejna dobrodruzstvi vojaka Ivana Conkina	 1994	 7.0	 413	 NA	 NA
Jirí Menzel	 Zebrácká opera	 1991	 6.9	 96	 NA	 NA
Jirí Menzel	 Skrivánci na niti	 1990	 7.6	 1120	 http://ia.media-imdb.com/images/M/MV5BMTE5OTkwNDc0MF5BMl5BanBnXkFtZTcwNTg0MDQyMQ@@._V1._SX78_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTE5OTkwNDc0MF5BMl5BanBnXkFtZTcwNTg0MDQyMQ@@.jpg
Jirí Menzel	 Konec starych casu	 1989	 7.2	 269	 NA	 NA
Jirí Menzel	 Die Schokoladenschnüffler	 1986	 4.0	 23	 http://ia.media-imdb.com/images/M/MV5BMjEyNzc1NDUyNl5BMl5BanBnXkFtZTcwMTMzOTcxMQ@@._V1._SX98_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjEyNzc1NDUyNl5BMl5BanBnXkFtZTcwMTMzOTcxMQ@@.jpg
Jirí Menzel	 Vesnicko má stredisková	 1985	 8.3	 2623	 http://ia.media-imdb.com/images/M/MV5BNjQzNDg5MzU1NF5BMl5BanBnXkFtZTcwOTk0MDYyMQ@@._V1._SX76_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BNjQzNDg5MzU1NF5BMl5BanBnXkFtZTcwOTk0MDYyMQ@@.jpg
Jirí Menzel	 Slavnosti snezenek	 1984	 7.9	 855	 NA	 NA
Jirí Menzel	 Postriziny	 1981	 8.0	 1467	 http://ia.media-imdb.com/images/M/MV5BMjAwNzkyMzkwOV5BMl5BanBnXkFtZTgwMTM1OTA2MTE@._V1._SX96_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjAwNzkyMzkwOV5BMl5BanBnXkFtZTgwMTM1OTA2MTE@.jpg
Jirí Menzel	 Bajecni muzi s klikou	 1979	 6.8	 151	 http://ia.media-imdb.com/images/M/MV5BMTUxNTA1OTY4MV5BMl5BanBnXkFtZTgwODQ1OTA2MTE@._V1._SX100_SY139_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTUxNTA1OTY4MV5BMl5BanBnXkFtZTgwODQ1OTA2MTE@.jpg
Jirí Menzel	 Na samote u lesa	 1976	 8.0	 812	 http://ia.media-imdb.com/images/M/MV5BMjM3MzcxNzEwMl5BMl5BanBnXkFtZTgwMjQ1OTA2MTE@._V1._SX98_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjM3MzcxNzEwMl5BMl5BanBnXkFtZTgwMjQ1OTA2MTE@.jpg
Jirí Menzel	 Kdo hledá zlaté dno	 1974	 5.2	 40	 http://ia.media-imdb.com/images/M/MV5BMjA1MDg2NDY2MV5BMl5BanBnXkFtZTgwNjAyMDE2MTE@._V1._SX97_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjA1MDg2NDY2MV5BMl5BanBnXkFtZTgwNjAyMDE2MTE@.jpg
Jirí Menzel	 Zlocin v santánu	 1968	 6.7	 97	 http://ia.media-imdb.com/images/M/MV5BMjI3NjIyNzI4OV5BMl5BanBnXkFtZTgwNzk1NTE2MTE@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjI3NjIyNzI4OV5BMl5BanBnXkFtZTgwNzk1NTE2MTE@.jpg
Jirí Menzel	 Rozmarné léto	 1968	 7.2	 833	 http://ia.media-imdb.com/images/M/MV5BNDcwMzk0MTUxMV5BMl5BanBnXkFtZTgwNzU1NTE2MTE@._V1._SX98_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BNDcwMzk0MTUxMV5BMl5BanBnXkFtZTgwNzU1NTE2MTE@.jpg
Jirí Menzel	 Ostre sledované vlaky	 1966	 7.8	 8029	 http://ia.media-imdb.com/images/M/MV5BMjg2ODIyNzY0N15BMl5BanBnXkFtZTcwNDQyMTIyMQ@@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjg2ODIyNzY0N15BMl5BanBnXkFtZTcwNDQyMTIyMQ@@.jpg
Jirí Menzel	 Zlocin v dívcí skole	 1966	 6.6	 57	 http://ia.media-imdb.com/images/M/MV5BMTQ5MjYwNTMyNV5BMl5BanBnXkFtZTgwMDU0MzM1MTE@._V1._SX97_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTQ5MjYwNTMyNV5BMl5BanBnXkFtZTgwMDU0MzM1MTE@.jpg
Jirí Menzel	 Perlicky na dne	 1966	 6.7	 377	 http://ia.media-imdb.com/images/M/MV5BMjEwNTM3MzQzNV5BMl5BanBnXkFtZTcwODIzMDgyMQ@@._V1._SX96_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjEwNTM3MzQzNV5BMl5BanBnXkFtZTcwODIzMDgyMQ@@.jpg
John Cromwell	 A Matter of Morals	 1961	 NA	 NA	 NA	 NA
John Cromwell	 The Scavengers	 1959	 5.6	 48	 http://ia.media-imdb.com/images/M/MV5BMTI4ODg4ODI4N15BMl5BanBnXkFtZTcwMjg3OTAyMQ@@._V1._SX98_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTI4ODg4ODI4N15BMl5BanBnXkFtZTcwMjg3OTAyMQ@@.jpg
John Cromwell	 The Goddess	 1958	 6.8	 537	 http://ia.media-imdb.com/images/M/MV5BMTQyMTk5NzgwM15BMl5BanBnXkFtZTcwNjg2NjEyMQ@@._V1._SX77_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTQyMTk5NzgwM15BMl5BanBnXkFtZTcwNjg2NjEyMQ@@.jpg
John Cromwell	 The Racket	 1951	 6.8	 1800	 http://ia.media-imdb.com/images/M/MV5BMjA3Nzk2MDYwNF5BMl5BanBnXkFtZTgwNDI1NDEzMTE@._V1._SX92_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjA3Nzk2MDYwNF5BMl5BanBnXkFtZTgwNDI1NDEzMTE@.jpg
John Cromwell	 The Company She Keeps	 1951	 6.3	 322	 NA	 NA
John Cromwell	 Caged	 1950	 7.8	 2243	 http://ia.media-imdb.com/images/M/MV5BMTc5MTk3Nzk3NF5BMl5BanBnXkFtZTcwMzQ3MTc0MQ@@._V1._SX94_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTc5MTk3Nzk3NF5BMl5BanBnXkFtZTcwMzQ3MTc0MQ@@.jpg
John Cromwell	 Night Song	 1947	 6.5	 261	 NA	 NA
John Cromwell	 Dead Reckoning	 1947	 7.2	 4323	 http://ia.media-imdb.com/images/M/MV5BMjExMDc0NDA2MF5BMl5BanBnXkFtZTgwNjQ4MzgyMjE@._V1._SX94_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjExMDc0NDA2MF5BMl5BanBnXkFtZTgwNjQ4MzgyMjE@.jpg
John Cromwell	 Anna and the King of Siam	 1946	 7.1	 1542	 http://ia.media-imdb.com/images/M/MV5BMTI0MzcyNTQ3NV5BMl5BanBnXkFtZTYwMDMwMTI5._V1._CR2,39,259,434._SX84_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTI0MzcyNTQ3NV5BMl5BanBnXkFtZTYwMDMwMTI5._V1._CR2,39,259,434._SX84_SY140_.jpg
John Cromwell	 The Enchanted Cottage	 1945	 7.6	 1984	 http://ia.media-imdb.com/images/M/MV5BMTQ4Njc0MzU3OV5BMl5BanBnXkFtZTgwODM0MDgyMTE@._V1._SX94_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTQ4Njc0MzU3OV5BMl5BanBnXkFtZTgwODM0MDgyMTE@.jpg
John Cromwell	 Guest in the House	 1944	 6.2	 421	 http://ia.media-imdb.com/images/M/MV5BMTQzNjY4NTg1OV5BMl5BanBnXkFtZTcwMzk4NjEzMQ@@._V1._SX97_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTQzNjY4NTg1OV5BMl5BanBnXkFtZTcwMzk4NjEzMQ@@.jpg
John Cromwell	 Since You Went Away	 1944	 7.6	 3269	 http://ia.media-imdb.com/images/M/MV5BMTcyNDE3MjI0NV5BMl5BanBnXkFtZTgwODg0MTM1MjE@._V1._SX95_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTcyNDE3MjI0NV5BMl5BanBnXkFtZTgwODg0MTM1MjE@.jpg
John Cromwell	 Son of Fury: The Story of Benjamin Blake	 1942	 7.1	 981	 http://ia.media-imdb.com/images/M/MV5BMTkzMzMyNTIxNF5BMl5BanBnXkFtZTYwOTg2NjQ5._V1._SX77_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTkzMzMyNTIxNF5BMl5BanBnXkFtZTYwOTg2NjQ5.jpg
John Cromwell	 So Ends Our Night	 1941	 6.8	 288	 http://ia.media-imdb.com/images/M/MV5BMTk5NDE1NjY4OV5BMl5BanBnXkFtZTcwNjk0MjMzMQ@@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTk5NDE1NjY4OV5BMl5BanBnXkFtZTcwNjk0MjMzMQ@@.jpg
John Cromwell	 Victory	 1940	 6.9	 52	 NA	 NA
John Cromwell	 Abe Lincoln in Illinois	 1940	 7.4	 1239	 http://ia.media-imdb.com/images/M/MV5BMTU3NDkwMDUwOF5BMl5BanBnXkFtZTcwMjgxMjUxMw@@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTU3NDkwMDUwOF5BMl5BanBnXkFtZTcwMjgxMjUxMw@@.jpg
John Cromwell	 In Name Only	 1939	 7.3	 1770	 http://ia.media-imdb.com/images/M/MV5BMTk5MjI1MzMxNF5BMl5BanBnXkFtZTgwODU0NTQ0MjE@._V1._SX94_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTk5MjI1MzMxNF5BMl5BanBnXkFtZTgwODU0NTQ0MjE@.jpg
John Cromwell	 Made for Each Other	 1939	 6.5	 2272	 http://ia.media-imdb.com/images/M/MV5BMTIwOTkwMDUyMF5BMl5BanBnXkFtZTcwODkyMzU1MQ@@._V1._SX100_SY100_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTIwOTkwMDUyMF5BMl5BanBnXkFtZTcwODkyMzU1MQ@@.jpg
John Cromwell	 Algiers	 1938	 6.9	 1641	 http://ia.media-imdb.com/images/M/MV5BMTIwNzQ5NDkzMF5BMl5BanBnXkFtZTcwNDY1MzcxMQ@@._V1._SX97_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTIwNzQ5NDkzMF5BMl5BanBnXkFtZTcwNDY1MzcxMQ@@.jpg
John Cromwell	 The Adventures of Marco Polo	 1938	 5.7	 697	 http://ia.media-imdb.com/images/M/MV5BMTUxMjA0NTA4OF5BMl5BanBnXkFtZTcwMjQ1OTQ0MQ@@._V1._SX98_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTUxMjA0NTA4OF5BMl5BanBnXkFtZTcwMjQ1OTQ0MQ@@.jpg
John Cromwell	 The Prisoner of Zenda	 1937	 7.8	 3172	 http://ia.media-imdb.com/images/M/MV5BMTQ0NzU2MTgzMl5BMl5BanBnXkFtZTgwMzc1NDgzMTE@._V1._SX94_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTQ0NzU2MTgzMl5BMl5BanBnXkFtZTgwMzc1NDgzMTE@.jpg
John Cromwell	 Banjo on My Knee	 1936	 6.4	 399	 NA	 NA
John Cromwell	 To Mary - with Love	 1936	 7.0	 25	 http://ia.media-imdb.com/images/M/MV5BNjU0OTYxMDcxMl5BMl5BanBnXkFtZTgwNzA2Mzc0MjE@._V1._SX95_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BNjU0OTYxMDcxMl5BMl5BanBnXkFtZTgwNzA2Mzc0MjE@.jpg
John Cromwell	 Little Lord Fauntleroy	 1936	 7.3	 1222	 http://ia.media-imdb.com/images/M/MV5BNTQ5ODg0MTM1Ml5BMl5BanBnXkFtZTcwMjMxMDAyMQ@@._V1._SX97_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BNTQ5ODg0MTM1Ml5BMl5BanBnXkFtZTcwMjMxMDAyMQ@@.jpg
John Cromwell	 I Dream Too Much	 1935	 5.7	 307	 NA	 NA
John Cromwell	 Jalna	 1935	 6.3	 121	 NA	 NA
John Cromwell	 Village Tale	 1935	 4.1	 41	 NA	 NA
John Cromwell	 The Fountain	 1934	 5.8	 63	 NA	 NA
John Cromwell	 Of Human Bondage	 1934	 7.3	 4232	 http://ia.media-imdb.com/images/M/MV5BMjI0MzA3MDI1NV5BMl5BanBnXkFtZTcwMTA2MDc0NQ@@._V1._CR39,50,268,404._SX93_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjI0MzA3MDI1NV5BMl5BanBnXkFtZTcwMTA2MDc0NQ@@._V1._CR39,50,268,404._SX93_SY140_.jpg
John Cromwell	 This Man Is Mine	 1934	 6.1	 208	 NA	 NA
John Cromwell	 Spitfire	 1934	 5.5	 550	 http://ia.media-imdb.com/images/M/MV5BMTYwMzQwNjU3OF5BMl5BanBnXkFtZTgwNTU5NjQ0MjE@._V1._SX94_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTYwMzQwNjU3OF5BMl5BanBnXkFtZTgwNTU5NjQ0MjE@.jpg
John Cromwell	 Ann Vickers	 1933	 6.2	 425	 NA	 NA
John Cromwell	 Double Harness	 1933	 6.9	 678	 NA	 NA
John Cromwell	 The Silver Cord	 1933	 6.8	 176	 NA	 NA
John Cromwell	 Sweepings	 1933	 6.7	 285	 http://ia.media-imdb.com/images/M/MV5BMTc3ODgxMzA0OF5BMl5BanBnXkFtZTgwOTI0NzY5MTE@._V1._SX98_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTc3ODgxMzA0OF5BMl5BanBnXkFtZTgwOTI0NzY5MTE@.jpg
John Cromwell	 World and the Flesh	 1932	 5.4	 14	 NA	 NA
John Cromwell	 Rich Man's Folly	 1931	 6.5	 6	 NA	 NA
John Cromwell	 The Vice Squad	 1931	 7.1	 46	 NA	 NA
John Cromwell	 Unfaithful	 1931	 6.7	 27	 NA	 NA
John Cromwell	 Scandal Sheet	 1931	 7.7	 37	 NA	 NA
John Cromwell	 Tom Sawyer	 1930	 6.3	 108	 NA	 NA
John Cromwell	 For the Defense	 1930	 6.4	 267	 NA	 NA
John Cromwell	 The Texan	 1930	 6.2	 37	 http://ia.media-imdb.com/images/M/MV5BMTk0Njc0MTEyMV5BMl5BanBnXkFtZTgwOTk5NTgyMjE@._V1._SX100_SY130_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTk0Njc0MTEyMV5BMl5BanBnXkFtZTgwOTk5NTgyMjE@.jpg
John Cromwell	 Street of Chance	 1930	 6.7	 130	 NA	 NA
John Cromwell	 The Mighty	 1929	 6.1	 23	 NA	 NA
John Cromwell	 The Dance of Life	 1929	 7.3	 192	 NA	 NA
John Cromwell	 Close Harmony	 1929	 6.5	 16	 NA	 NA
Chang-dong Lee	 Shi	 2010	 7.8	 6544	 http://ia.media-imdb.com/images/M/MV5BMTgxNjI0Mjk3OV5BMl5BanBnXkFtZTcwNzQ4Nzc0NA@@._V1._SX98_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTgxNjI0Mjk3OV5BMl5BanBnXkFtZTcwNzQ4Nzc0NA@@.jpg
Chang-dong Lee	 Milyang	 2007	 7.5	 4093	 http://ia.media-imdb.com/images/M/MV5BMjAzMDE5MDM5OV5BMl5BanBnXkFtZTgwMDE1NzE1MjE@._V1._SX98_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjAzMDE5MDM5OV5BMl5BanBnXkFtZTgwMDE1NzE1MjE@.jpg
Chang-dong Lee	 Oasiseu	 2002	 8.0	 5255	 http://ia.media-imdb.com/images/M/MV5BMjA0NTgyMjMzOV5BMl5BanBnXkFtZTcwNjQ4MTcyMQ@@._V1._SX98_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjA0NTgyMjMzOV5BMl5BanBnXkFtZTcwNjQ4MTcyMQ@@.jpg
Chang-dong Lee	 Bakha satang	 1999	 7.9	 4972	 http://ia.media-imdb.com/images/M/MV5BNjA4OTUxNTkwOF5BMl5BanBnXkFtZTcwOTIyNzYzMQ@@._V1._SX93_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BNjA4OTUxNTkwOF5BMl5BanBnXkFtZTcwOTIyNzYzMQ@@.jpg
Chang-dong Lee	 Chorok mulkogi	 1997	 7.1	 920	 http://ia.media-imdb.com/images/M/MV5BMTI5MzcxNTc5MF5BMl5BanBnXkFtZTcwMzU3MjY5Mg@@._V1._SX100_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTI5MzcxNTc5MF5BMl5BanBnXkFtZTcwMzU3MjY5Mg@@.jpg
Blake Edwards	 Son of the Pink Panther	 1993	 3.7	 3680	 http://ia.media-imdb.com/images/M/MV5BMTU3NDUzNzkzNV5BMl5BanBnXkFtZTcwMDExMjMyNA@@._V1._SX93_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTU3NDUzNzkzNV5BMl5BanBnXkFtZTcwMDExMjMyNA@@.jpg
Blake Edwards	 Switch	 1991	 5.7	 6440	 http://ia.media-imdb.com/images/M/MV5BMTg0NzkxMDU4Ml5BMl5BanBnXkFtZTcwOTIyNzMyMQ@@._V1._SX76_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTg0NzkxMDU4Ml5BMl5BanBnXkFtZTcwOTIyNzMyMQ@@.jpg
Blake Edwards	 Skin Deep	 1989	 6.1	 3070	 http://ia.media-imdb.com/images/M/MV5BMjE0MTk3ODUyOV5BMl5BanBnXkFtZTcwNTUyNDkxMQ@@._V1._SX97_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjE0MTk3ODUyOV5BMl5BanBnXkFtZTcwNTUyNDkxMQ@@.jpg
Blake Edwards	 Sunset	 1988	 5.7	 3049	 http://ia.media-imdb.com/images/M/MV5BMzM5MzE0MTQyOV5BMl5BanBnXkFtZTcwMDAwNDYxMQ@@._V1._SX98_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMzM5MzE0MTQyOV5BMl5BanBnXkFtZTcwMDAwNDYxMQ@@.jpg
Blake Edwards	 Blind Date	 1987	 5.8	 16072	 http://ia.media-imdb.com/images/M/MV5BMTk5ODg3MjM3Ml5BMl5BanBnXkFtZTcwMTM2NDUxMQ@@._V1._SX98_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTk5ODg3MjM3Ml5BMl5BanBnXkFtZTcwMTM2NDUxMQ@@.jpg
Blake Edwards	 That's Life!	 1986	 6.1	 950	 http://ia.media-imdb.com/images/M/MV5BMTM0Nzg4Nzg3Ml5BMl5BanBnXkFtZTYwNTI1NDA5._V1._SX100_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTM0Nzg4Nzg3Ml5BMl5BanBnXkFtZTYwNTI1NDA5.jpg
Blake Edwards	 A Fine Mess	 1986	 4.4	 1119	 http://ia.media-imdb.com/images/M/MV5BMjcwNTQ4NTE1NF5BMl5BanBnXkFtZTcwNDI1MTAzMQ@@._V1._SX97_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjcwNTQ4NTE1NF5BMl5BanBnXkFtZTcwNDI1MTAzMQ@@.jpg
Blake Edwards	 Micki + Maude	 1984	 5.9	 2072	 http://ia.media-imdb.com/images/M/MV5BMTgwNjY2NjU1MF5BMl5BanBnXkFtZTcwNDU0MzQyMQ@@._V1._SX98_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTgwNjY2NjU1MF5BMl5BanBnXkFtZTcwNDU0MzQyMQ@@.jpg
Blake Edwards	 The Man Who Loved Women	 1983	 5.1	 1676	 http://ia.media-imdb.com/images/M/MV5BMjE0MDU0MzI0NF5BMl5BanBnXkFtZTYwNTk3Nzg5._V1._SX88_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjE0MDU0MzI0NF5BMl5BanBnXkFtZTYwNTk3Nzg5.jpg
Blake Edwards	 Curse of the Pink Panther	 1983	 4.3	 4164	 http://ia.media-imdb.com/images/M/MV5BMjA4OTE5MjYyNF5BMl5BanBnXkFtZTcwNzY2MTMyNA@@._V1._SX93_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjA4OTE5MjYyNF5BMl5BanBnXkFtZTcwNzY2MTMyNA@@.jpg
Blake Edwards	 Trail of the Pink Panther	 1982	 4.9	 7095	 http://ia.media-imdb.com/images/M/MV5BMTkwMDQ3NTM1N15BMl5BanBnXkFtZTcwODgyMTM4NA@@._V1._SX95_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTkwMDQ3NTM1N15BMl5BanBnXkFtZTcwODgyMTM4NA@@.jpg
Blake Edwards	 Victor Victoria	 1982	 7.5	 14618	 http://ia.media-imdb.com/images/M/MV5BMTczMzQzNTYxNV5BMl5BanBnXkFtZTcwNzU4ODcxMQ@@._V1._SX97_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTczMzQzNTYxNV5BMl5BanBnXkFtZTcwNzU4ODcxMQ@@.jpg
Blake Edwards	 S.O.B.	 1981	 6.4	 3983	 http://ia.media-imdb.com/images/M/MV5BMTU3OTA3MzYxNV5BMl5BanBnXkFtZTcwOTgyODMyMQ@@._V1._SX98_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTU3OTA3MzYxNV5BMl5BanBnXkFtZTcwOTgyODMyMQ@@.jpg
Blake Edwards	 10	 1979	 6.0	 11738	 http://ia.media-imdb.com/images/M/MV5BMTg1NDQ1OTIxOV5BMl5BanBnXkFtZTcwOTY2MzMyMQ@@._V1._SX100_SY135_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTg1NDQ1OTIxOV5BMl5BanBnXkFtZTcwOTY2MzMyMQ@@.jpg
Blake Edwards	 Revenge of the Pink Panther	 1978	 6.7	 15090	 http://ia.media-imdb.com/images/M/MV5BMTkxODExMzMwMV5BMl5BanBnXkFtZTcwMjU1MTMyNA@@._V1._SX93_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTkxODExMzMwMV5BMl5BanBnXkFtZTcwMjU1MTMyNA@@.jpg
Blake Edwards	 The Pink Panther Strikes Again	 1976	 7.2	 21131	 http://ia.media-imdb.com/images/M/MV5BMTk5NTkzMzgwOV5BMl5BanBnXkFtZTYwNzQ4MDM5._V1._SX95_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTk5NTkzMzgwOV5BMl5BanBnXkFtZTYwNzQ4MDM5.jpg
Blake Edwards	 The Return of the Pink Panther	 1975	 7.1	 18705	 http://ia.media-imdb.com/images/M/MV5BMTM2ODk5NDU2M15BMl5BanBnXkFtZTcwMDQ0MTMyNA@@._V1._SX93_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTM2ODk5NDU2M15BMl5BanBnXkFtZTcwMDQ0MTMyNA@@.jpg
Blake Edwards	 The Tamarind Seed	 1974	 6.6	 1053	 http://ia.media-imdb.com/images/M/MV5BMTMyOTg3Mjk2OF5BMl5BanBnXkFtZTcwODYxNDMzMQ@@._V1._SX97_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTMyOTg3Mjk2OF5BMl5BanBnXkFtZTcwODYxNDMzMQ@@.jpg
Blake Edwards	 The Carey Treatment	 1972	 6.2	 874	 http://ia.media-imdb.com/images/M/MV5BMzgxODIxMTM1M15BMl5BanBnXkFtZTgwNDEyODk1MDE@._V1._SX98_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMzgxODIxMTM1M15BMl5BanBnXkFtZTgwNDEyODk1MDE@.jpg
Blake Edwards	 Wild Rovers	 1971	 6.6	 1051	 http://ia.media-imdb.com/images/M/MV5BMjEwMTgxMTc5N15BMl5BanBnXkFtZTcwOTM1OTYyMQ@@._V1._SX92_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjEwMTgxMTc5N15BMl5BanBnXkFtZTcwOTM1OTYyMQ@@.jpg
Blake Edwards	 Darling Lili	 1970	 6.2	 1488	 http://ia.media-imdb.com/images/M/MV5BMTY5MzM0NTU3Nl5BMl5BanBnXkFtZTcwMjYxOTAzMQ@@._V1._SX97_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTY5MzM0NTU3Nl5BMl5BanBnXkFtZTcwMjYxOTAzMQ@@.jpg
Blake Edwards	 The Party	 1968	 7.6	 28541	 http://ia.media-imdb.com/images/M/MV5BMTUyMzIzMTkyNF5BMl5BanBnXkFtZTcwNTY5NjYyMQ@@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTUyMzIzMTkyNF5BMl5BanBnXkFtZTcwNTY5NjYyMQ@@.jpg
Blake Edwards	 Gunn	 1967	 6.1	 260	 http://ia.media-imdb.com/images/M/MV5BMTIyMDM2MDIyN15BMl5BanBnXkFtZTYwNDIyNjg5._V1._SX97_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTIyMDM2MDIyN15BMl5BanBnXkFtZTYwNDIyNjg5.jpg
Blake Edwards	 What Did You Do in the War, Daddy?	 1966	 6.7	 1296	 http://ia.media-imdb.com/images/M/MV5BMzQ5MDcyNTI1M15BMl5BanBnXkFtZTcwNTU2Mjg4NA@@._V1._SX93_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMzQ5MDcyNTI1M15BMl5BanBnXkFtZTcwNTU2Mjg4NA@@.jpg
Blake Edwards	 The Great Race	 1965	 7.2	 11942	 http://ia.media-imdb.com/images/M/MV5BMTQ1MzkzNTU3M15BMl5BanBnXkFtZTcwNzAzNjUxMQ@@._V1._SX97_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTQ1MzkzNTU3M15BMl5BanBnXkFtZTcwNzAzNjUxMQ@@.jpg
Blake Edwards	 A Shot in the Dark	 1964	 7.6	 18631	 http://ia.media-imdb.com/images/M/MV5BNDE5Njk1NDQ5MF5BMl5BanBnXkFtZTcwNjAyMTMyNA@@._V1._SX93_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BNDE5Njk1NDQ5MF5BMl5BanBnXkFtZTcwNjAyMTMyNA@@.jpg
Blake Edwards	 The Pink Panther	 1963	 7.2	 36212	 http://ia.media-imdb.com/images/M/MV5BNzg5NTYzNDI4OF5BMl5BanBnXkFtZTcwOTQxMTMyNA@@._V1._SX93_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BNzg5NTYzNDI4OF5BMl5BanBnXkFtZTcwOTQxMTMyNA@@.jpg
Blake Edwards	 Days of Wine and Roses	 1962	 7.9	 8565	 http://ia.media-imdb.com/images/M/MV5BMjEwOTYzMTY5Ml5BMl5BanBnXkFtZTcwNjI1NjUyMQ@@._V1._SX98_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjEwOTYzMTY5Ml5BMl5BanBnXkFtZTcwNjI1NjUyMQ@@.jpg
Blake Edwards	 Experiment in Terror	 1962	 7.3	 2613	 http://ia.media-imdb.com/images/M/MV5BMjE0NzQwOTk3OV5BMl5BanBnXkFtZTcwMjg4MDAwMQ@@._V1._SX96_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjE0NzQwOTk3OV5BMl5BanBnXkFtZTcwMjg4MDAwMQ@@.jpg
Blake Edwards	 Breakfast at Tiffany's	 1961	 7.8	 114548	 http://ia.media-imdb.com/images/M/MV5BMzg3NTI2NzU2NF5BMl5BanBnXkFtZTcwMjQxMTQ5OQ@@._V1._SX93_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMzg3NTI2NzU2NF5BMl5BanBnXkFtZTcwMjQxMTQ5OQ@@.jpg
